Date,Close,High,Low,Open,Volume
2024-05-29,8.020000457763672,8.1899995803833,7.940000057220459,8.119999885559082,1329800
2024-05-30,7.78000020980835,8.170000076293945,7.704999923706055,8.09000015258789,751800
2024-05-31,7.900000095367432,8.020000457763672,7.639999866485596,7.840000152587891,984700
2024-06-03,7.920000076293945,8.359999656677246,7.679999828338623,8.0600004196167,1032500
2024-06-04,8.300000190734863,8.75,7.760000228881836,7.849999904632568,1912200
2024-06-05,8.069999694824219,8.300000190734863,7.449999809265137,7.699999809265137,1190100
2024-06-06,8.095000267028809,8.109999656677246,7.800000190734863,8.069999694824219,1033700
2024-06-07,8.100000381469727,8.3100004196167,7.820000171661377,7.960000038146973,844800
2024-06-10,8.470000267028809,8.489999771118164,7.809999942779541,7.949999809265137,820300
2024-06-11,8.680000305175781,8.84000015258789,8.25,8.380000114440918,1192100
2024-06-12,9.460000038146973,9.960000038146973,8.930000305175781,8.9399995803833,1035900
2024-06-13,9.289999961853027,9.84000015258789,9.210000038146973,9.4399995803833,730200
2024-06-14,8.770000457763672,9.220000267028809,8.369999885559082,9.140000343322754,1254900
2024-06-17,8.859999656677246,9.029999732971191,8.649999618530273,8.6899995803833,622500
2024-06-18,8.399999618530273,8.914999961853027,8.34000015258789,8.84000015258789,722200
2024-06-20,7.929999828338623,8.399999618530273,7.920000076293945,8.359999656677246,1209400
2024-06-21,8.520000457763672,8.649999618530273,7.980000019073486,7.980000019073486,4474400
2024-06-24,8.449999809265137,8.789999961853027,8.109999656677246,8.550000190734863,1062600
2024-06-25,7.860000133514404,8.479999542236328,7.860000133514404,8.390000343322754,895900
2024-06-26,7.309999942779541,7.949999809265137,7.300000190734863,7.840000152587891,1759400
2024-06-27,7.539999961853027,7.75,7.0,7.349999904632568,2002400
2024-06-28,8.010000228881836,8.1899995803833,7.449999809265137,7.650000095367432,4708200
2024-07-01,7.760000228881836,8.109999656677246,7.739999771118164,7.96999979019165,1043900
2024-07-02,7.599999904632568,7.849999904632568,7.409999847412109,7.849999904632568,916300
2024-07-03,7.480000019073486,7.829999923706055,7.427999973297119,7.659999847412109,422900
2024-07-05,7.519999980926514,7.554999828338623,7.25,7.480000019073486,720000
2024-07-08,7.900000095367432,7.920000076293945,7.519999980926514,7.610000133514404,610600
2024-07-09,8.050000190734863,8.140000343322754,7.739999771118164,7.900000095367432,426000
2024-07-10,8.649999618530273,8.649999618530273,7.960000038146973,8.130000114440918,474900
2024-07-11,8.770000457763672,9.239999771118164,8.75,8.899999618530273,851900
2024-07-12,8.779999732971191,9.619999885559082,8.680000305175781,8.920000076293945,1290100
2024-07-15,9.0,9.279999732971191,8.789999961853027,8.859999656677246,1014100
2024-07-16,9.220000267028809,9.5600004196167,9.104999542236328,9.279999732971191,1312400
2024-07-17,8.680000305175781,9.140000343322754,8.595000267028809,9.020000457763672,980000
2024-07-18,8.329999923706055,8.979999542236328,8.270000457763672,8.720000267028809,754400
2024-07-19,8.350000381469727,8.529999732971191,8.229999542236328,8.350000381469727,934600
2024-07-22,8.3100004196167,8.454999923706055,7.96999979019165,8.40999984741211,926500
2024-07-23,8.739999771118164,8.779999732971191,8.270000457763672,8.270000457763672,439200
2024-07-24,9.0,9.460000038146973,8.595000267028809,8.640000343322754,840500
2024-07-25,9.65999984741211,9.989999771118164,9.050000190734863,9.079999923706055,827800
2024-07-26,9.239999771118164,9.850000381469727,9.1899995803833,9.850000381469727,628600
2024-07-29,9.199999809265137,9.579999923706055,9.166000366210938,9.239999771118164,555400
2024-07-30,9.09000015258789,9.369999885559082,8.979999542236328,9.140000343322754,476500
2024-07-31,9.15999984741211,9.609999656677246,8.899999618530273,9.149999618530273,445000
2024-08-01,9.449999809265137,9.680000305175781,9.199999809265137,9.300000190734863,884500
2024-08-02,8.90999984741211,9.220000267028809,8.59000015258789,9.069999694824219,1098200
2024-08-05,8.390000343322754,8.420000076293945,8.029999732971191,8.270000457763672,624600
2024-08-06,7.940000057220459,8.800000190734863,7.769999980926514,8.800000190734863,817600
2024-08-07,7.710000038146973,8.1899995803833,7.5,8.130000114440918,788700
2024-08-08,7.989999771118164,8.029999732971191,7.590000152587891,7.860000133514404,520200
2024-08-09,7.800000190734863,8.039999961853027,7.775000095367432,7.980000019073486,394900
2024-08-12,7.820000171661377,7.985000133514404,7.599999904632568,7.829999923706055,411800
2024-08-13,8.020000457763672,8.149999618530273,7.900000095367432,8.0,540700
2024-08-14,7.644999980926514,8.079999923706055,7.539999961853027,8.050000190734863,540100
2024-08-15,8.170000076293945,8.239999771118164,7.77400016784668,7.849999904632568,638300
2024-08-16,8.039999961853027,8.279999732971191,8.010000228881836,8.15999984741211,375200
2024-08-19,8.5,8.5,7.980999946594238,8.0600004196167,527600
2024-08-20,8.710000038146973,8.779999732971191,8.329999923706055,8.5,374600
2024-08-21,8.899999618530273,9.039999961853027,8.59000015258789,8.779999732971191,509200
2024-08-22,8.470000267028809,8.970000267028809,8.399999618530273,8.90999984741211,304800
2024-08-23,8.854999542236328,8.880000114440918,8.449999809265137,8.59000015258789,349200
2024-08-26,9.324999809265137,9.329999923706055,8.75,8.859999656677246,595900
2024-08-27,9.140000343322754,9.470000267028809,8.850000381469727,9.260000228881836,283100
2024-08-28,9.0,9.199999809265137,8.75,9.100000381469727,608100
2024-08-29,9.229999542236328,9.569999694824219,8.920000076293945,9.039999961853027,334300
2024-08-30,9.5,9.65999984741211,9.239999771118164,9.319999694824219,389200
2024-09-03,8.779999732971191,9.859999656677246,8.760000228881836,9.319999694824219,540900
2024-09-04,8.800000190734863,9.050000190734863,8.529999732971191,8.649999618530273,217900
2024-09-05,8.550000190734863,8.869999885559082,8.359999656677246,8.829999923706055,441800
