Date,Close,High,Low,Open,Volume
2024-05-29,144.16348266601562,145.73649534496388,143.9359436541945,145.19236718991226,673700
2024-05-30,143.72817993164062,144.78675789499206,143.46105972940597,144.48995934759813,731300
2024-05-31,145.47927856445312,145.52874750525407,143.17416480450044,143.84689409282933,1565200
2024-06-03,143.96563720703125,145.24185147296257,142.1255041310772,145.10334748211883,1024400
2024-06-04,142.97628784179688,143.75784267249193,142.27386519240295,143.7281643305541,1086800
2024-06-05,144.114013671875,144.42069996938983,142.09581071983465,143.0257724579772,545600
2024-06-06,142.69931030273438,144.38114878576474,141.5813755323859,144.03488126169844,615100
2024-06-07,143.30276489257812,144.2129359367668,142.50140437177544,142.87735016456193,664400
2024-06-10,143.17416381835938,143.51052846020704,142.12548870212774,143.21372991324685,790700
2024-06-11,142.2441864013672,142.79820224352332,141.58134494051615,142.79820224352332,705400
2024-06-12,143.03565979003906,143.8271175497086,142.0067601737283,142.6102450171987,551300
2024-06-13,142.61024475097656,143.27310137922072,142.09581003958272,142.63992309602617,618800
2024-06-14,142.5408172607422,142.57057404994615,140.94380398542205,141.6282404085166,737300
2024-06-17,142.6995086669922,142.9574058463624,140.61644292322768,142.13409948613926,859200
2024-06-18,142.70944213867188,143.49307793874786,141.91590758993345,142.48130171269466,741100
2024-06-20,144.83216857910156,145.38766391383942,142.45153483016895,142.45153483016895,801300
2024-06-21,145.38768005371094,145.44719363368597,143.04671671524721,144.51477385220522,1861100
2024-06-24,147.36160278320312,148.28410858618906,145.29837978472855,145.68523315096127,1216400
2024-06-25,147.09376525878906,148.04602777554544,145.8439348952643,147.4012772599484,658700
2024-06-26,145.2091064453125,146.75651987850284,144.643712368893,146.54822237402726,1094800
2024-06-27,145.9927215576172,146.27047677931066,144.62386402970398,145.56619754544772,762800
2024-06-28,144.7032470703125,147.46082067019628,143.60220040735874,146.39944468293984,1835200
2024-07-01,144.3857879638672,146.3002268281388,143.56248162697307,145.39756402237185,633900
2024-07-02,144.6833953857422,145.43725926386787,143.87993181422766,144.29654199443144,517500
2024-07-03,145.45709228515625,145.55629166519375,144.0981485657046,144.4651590275827,297300
2024-07-05,144.33621215820312,145.98282510441115,143.6418618603146,145.4571016548883,411500
2024-07-08,144.3857879638672,145.57610472556155,144.33618827885934,144.8222409748182,425900
2024-07-09,143.87994384765625,145.31824426201692,143.60220370429153,144.58420809129439,550600
2024-07-10,147.6393585205078,147.68895821593398,144.7330010240987,144.7330010240987,1018500
2024-07-11,147.7484588623047,148.09564156419358,146.6672552208917,147.5401613497319,714200
2024-07-12,148.7106475830078,150.1985476236891,147.33186081740456,147.7484710125111,964900
2024-07-15,147.75839233398438,149.92079968196492,147.6790358529987,148.93878025743092,935300
2024-07-16,150.58538818359375,151.37893783140606,148.24442504718277,148.4328947913045,616300
2024-07-17,149.02806091308594,151.50789410438375,148.8395911688352,150.58538828665664,1243700
2024-07-18,149.58355712890625,150.25806456396282,148.82967807125215,149.31573087759745,704400
2024-07-19,148.73048400878906,151.56741390152564,148.3634735248344,150.377096947977,862600
2024-07-22,151.7657928466797,151.83523544187662,148.92886304163397,149.14708957553756,861800
2024-07-23,153.6901397705078,154.1960202778187,151.55747420722432,152.00385627710472,658600
2024-07-24,148.88919067382812,153.27353393428223,148.85943388642576,153.27353393428223,1016400
2024-07-25,150.793701171875,152.5295844085168,149.13717441376374,149.42482840469896,1088900
2024-07-26,148.62136840820312,151.06151585436314,147.48063602984126,150.97224548977945,1043800
2024-07-29,151.7360382080078,152.38078879913598,148.7899950942849,149.26611884059034,1209400
2024-07-30,144.80242919921875,152.41055633528032,144.65364524791264,151.76580569868437,1818800
2024-07-31,143.2351531982422,147.79805213729784,141.52902682177444,146.80611890147705,1831800
2024-08-01,143.58233642578125,144.4651564035584,141.20170270512605,144.05846014277228,1217100
2024-08-02,144.21719360351562,144.36597755632837,142.322597213955,142.64993704584523,1063200
2024-08-05,141.50921630859375,142.32259379057567,139.28728014058856,142.20356663118852,1089000
2024-08-06,142.1341094970703,144.60402875170354,142.04483913665834,142.61024835733474,1059500
2024-08-07,142.02500915527344,144.50484251922808,141.88613909232004,142.79873108967283,877800
2024-08-08,143.21533203125,144.2171791967467,141.13226608574908,141.8960589505262,832400
2024-08-09,143.0467071533203,143.8204139126814,141.88613187857777,142.99710746142262,1018800
2024-08-12,143.5228271484375,144.6238736827249,142.32258123294562,142.83839077094797,739600
2024-08-13,143.65179443359375,144.44532900183646,142.3622780566468,143.3046117082113,950500
2024-08-14,146.15145874023438,146.21097232057423,143.34428549382233,143.4533987696794,576400
2024-08-15,146.7565155029297,147.4508657233129,145.41741474984053,146.33990537069974,456200
2024-08-16,146.82595825195312,147.51039458982254,145.94313829885914,146.9648282961803,494200
2024-08-19,148.92886352539062,148.96853419727432,146.28040345790433,146.79621300659744,524100
2024-08-20,148.92886352539062,149.27604623110153,147.84765987207504,148.9883771010666,522900
2024-08-21,149.6232147216797,150.2282946376095,148.33369840986353,149.0379777096642,486800
2024-08-22,152.0435333251953,152.7378836003466,149.6529704661665,149.6529704661665,566800
2024-08-23,153.6504669189453,153.7397524218692,152.2816092144305,152.2816092144305,539600
2024-08-26,153.62071228027344,154.93998544526636,153.25370178608728,153.74966845853416,521600
2024-08-27,154.8011016845703,154.8903720451431,152.9660342403169,153.58102801630773,521600
2024-08-28,155.08877563476562,156.00135244345145,154.483695723651,155.08877563476562,608800
2024-08-29,156.1699676513672,157.6181816679776,154.93005113372828,155.1978773395342,691500
2024-08-30,157.23133850097656,157.5388505312508,155.50538428351166,156.23940522263558,1072400
2024-09-03,154.543212890625,157.81659584427035,153.75957709889323,157.04288907249796,872600
2024-09-04,154.8308563232422,155.3069951777583,153.84885209916547,154.24561934222876,1301000
2024-09-05,154.543212890625,155.1284499115834,152.20224967109024,154.83086689112451,886500
2024-09-06,151.61700439453125,155.2772253990613,151.4880482276905,154.26546437457347,890500
2024-09-09,152.2220916748047,153.3330521331978,151.95426544440596,152.47007500110323,807800
2024-09-10,152.81724548339844,153.03547202554836,151.7459556771265,152.68828930784585,689600
2024-09-11,151.21031188964844,152.22208807501602,148.29402561963056,152.22208807501602,774100
2024-09-12,152.8470001220703,152.94619950736163,150.5457227131829,150.9226470787474,605600
2024-09-13,154.626953125,156.0290403929554,152.6680123763836,153.1353747990354,756300
2024-09-16,153.94081115722656,155.8400910338192,153.5331094756949,155.19374655187332,509500
2024-09-17,153.4734649658203,154.69657013944314,153.2546989269505,153.63257029829282,530300
2024-09-18,152.92654418945312,154.09992700646274,152.32992197451728,153.4535824803358,758600
2024-09-19,155.21363830566406,155.49206504841146,152.5387387235156,153.63256890796572,622900
2024-09-20,156.17819213867188,156.21797605763996,153.9209326904935,154.54740044272611,1484000
2024-09-23,158.78347778320312,159.4198991031705,156.03897911988113,156.49640315032784,973900
2024-09-24,157.5603790283203,159.12157154233435,156.55605513826953,159.12157154233435,750300
2024-09-25,157.1129150390625,158.8133209855944,156.54610799917882,158.28628269106716,582100
2024-09-26,157.54049682617188,157.9680905065556,156.3174068370994,156.3174068370994,672400
2024-09-27,158.82325744628906,159.1016841797541,157.49078448283217,157.49078448283217,1080500
2024-09-30,162.08485412597656,162.35334248864663,158.37580005610732,159.1016973015721,1084800
2024-10-01,164.08355712890625,164.56087312623762,160.7225442264691,161.92574226691613,705400
2024-10-02,164.27249145507812,165.0779413308697,162.48259441269718,163.57642459779652,635500
2024-10-03,164.2227783203125,164.87907646805039,163.50681946334763,164.24267028109497,723400
2024-10-04,165.455810546875,165.54530160455013,163.20850467313457,165.05806239735043,583900
2024-10-07,165.7242889404297,166.69878246942505,163.77528670932057,165.06799087732085,513000
2024-10-08,165.68450927734375,167.07665809905103,164.9586121015168,166.36069931602873,575600
2024-10-09,166.72862243652344,166.9473884701774,165.49557889893927,166.12204664741373,540000
2024-10-10,163.6261444091797,166.60930104317342,162.6416972576388,166.48996446009255,698100
2024-10-11,166.26126098632812,166.56951807924204,164.31227380456045,164.3619809435832,428500
2024-10-14,167.68324279785156,168.22020432715203,166.3905385278295,166.80817864464532,477500
2024-10-15,166.75845336914062,169.1250958288379,166.5595792941595,168.8168387366493,616400
2024-10-16,167.1263885498047,167.6732884699554,166.26126279386102,166.4800288311691,611400
2024-10-17,167.40481567382812,168.5682449622748,166.7982398732069,167.802563829955,746800
2024-10-18,168.56825256347656,168.76712665050778,165.71435555000173,167.81250979038958,579700
2024-10-21,168.72732543945312,169.1946878413012,167.59372656910472,168.8864307620224,365200
2024-10-22,166.6092987060547,168.99581791052498,166.1220443336811,167.98154042072153,634200
2024-10-23,167.3650360107422,167.4843574259909,165.81379692002912,166.16183794533111,570800
2024-10-24,167.8423309326172,168.98588342324226,166.3805981279501,167.4644747399329,570900
2024-10-25,167.76278686523438,170.3879640171806,167.59372797538677,169.29413388173683,592600
2024-10-28,168.7770538330078,169.58250369450923,167.57385582386496,168.8764984564778,779200
2024-10-29,184.81649780273438,185.83077530602176,176.25483766252694,180.97816899621947,2170700
2024-10-30,184.69717407226562,187.30245930924423,183.16581185689904,187.06380131937541,1421800
2024-10-31,182.13165283203125,185.1744700512141,180.77928793760344,183.9016578180019,1363300
2024-11-01,181.94273376464844,183.94144335084192,181.80352038809446,183.13599344555678,1053200
2024-11-04,185.27391052246094,185.52250689327374,182.62884149546434,183.31496990660662,1006800
2024-11-05,189.0028533935547,189.18183549489467,185.2739078844569,185.2838462768253,1006200
2024-11-06,193.1096649169922,197.87278005394,191.0910635255802,197.28608106566801,1423400
2024-11-07,191.54849243164062,194.75041510110714,191.49877011975562,193.14945376637388,1040900
2024-11-08,197.30596923828125,197.99209766149858,192.5229774073669,193.41791828879556,923200
2024-11-11,200.25930786132812,200.85594526818434,198.67823845821462,199.4637963765597,1133700
2024-11-12,200.1399688720703,201.76080687916962,198.81743436908127,200.46811789970982,744000
2024-11-13,193.30853271484375,201.37299962598135,192.7516792695021,200.22946238452033,1393900
2024-11-14,167.0170135498047,193.84553302990082,165.54531192396155,193.12957417763127,4694400
2024-11-15,159.74803161621094,167.78266863461056,155.86993406284247,166.8578973615455,5723200
2024-11-18,157.9481964111328,161.0904583765701,155.99920923883224,160.0960728310357,2738600
2024-11-19,157.4012908935547,162.353342135955,156.54611866549166,157.83882298788276,1977900
2024-11-20,161.23960876464844,161.34899178064956,157.1427452073691,157.50072460763462,1912300
2024-11-21,163.76535034179688,166.77833719145895,161.2396026760982,162.08483641992808,2079700
2024-11-22,164.58074951171875,165.44587527157296,162.41299626165554,164.44153613944974,1770500
2024-11-25,162.68148803710938,165.4259867938039,159.63865539669075,165.07794576924573,1677200
2024-11-26,165.17738342285156,165.9032806219468,161.5677590405025,162.67152760194944,1278400
2024-11-27,163.04940795898438,165.793906751199,161.40867778910655,164.76969079759425,1148800
2024-11-29,164.4713592529297,164.53103512966354,162.1246088143221,163.62614066318645,620300
2024-12-02,163.20849609375,165.48563220034654,162.3334320030523,165.06799211336406,1407300
2024-12-03,163.20849609375,165.52541611707926,163.11898986766064,163.47696925266254,1277200
2024-12-04,164.13327026367188,164.81939869498802,161.9058564264934,162.91018033178412,980000
2024-12-05,162.84056091308594,164.64041137919102,160.93134261025986,164.64041137919102,1240900
2024-12-06,162.23399353027344,163.3477156442032,161.81635342746944,162.84056931191904,976700
2024-12-09,159.40994262695312,162.09478053579858,158.21668302003505,162.09478053579858,1252600
2024-12-10,159.26080322265625,160.91148697974356,158.98237646521022,160.18557455850475,1308400
2024-12-11,152.68789672851562,159.8872380456831,151.75317192978272,159.77785503363737,1908000
2024-12-12,152.12110900878906,153.33426068788816,146.43322200704856,149.25728872002054,1844900
2024-12-13,152.3000946044922,153.732012225366,151.65373489259034,152.10122052895292,1071200
2024-12-16,152.04086303710938,153.61610790264228,150.3360046989086,152.2502374765845,1051400
2024-12-17,149.68797302246094,151.5025008521921,148.43177198000436,151.0438790801432,1205000
2024-12-18,145.61029052734375,150.35595412588071,145.5604380196986,150.0070169980637,1307000
2024-12-19,142.76885986328125,147.20545905486676,141.73199772018836,146.6471474999053,2565800
2024-12-20,144.3740234375,145.54049913609114,141.51266890880675,142.17068552222227,3054900
2024-12-23,144.76284790039062,145.21149005702404,143.03806061638446,143.85558395758423,1065900
2024-12-24,145.14170837402344,145.410899752512,143.3670685850321,144.11481058195034,708200
2024-12-26,145.2713165283203,145.88944502166274,143.8954664363266,144.7827862982872,654200
2024-12-27,144.05499267578125,145.929322257228,143.2773422213071,144.2643519142975,616000
2024-12-30,142.73895263671875,143.42687767033428,141.61234988816875,142.59937474677133,666800
2024-12-31,143.62628173828125,143.85558502664685,141.72202844976033,143.12778706879516,1131600
2025-01-02,142.8685760498047,145.95923388875497,142.76887103025624,144.91240724774687,744700
2025-01-03,146.70697021484375,147.4746562396539,142.60934356084604,142.74892145509793,1075200
2025-01-06,147.793701171875,150.06683558750467,146.2184562324738,146.6072814558618,1399300
2025-01-07,146.8565216064453,149.52844553137348,145.5803765657559,148.40185800796965,1063000
2025-01-08,145.31118774414062,146.29821260921707,143.35708205921074,146.1685991345411,1314800
2025-01-10,148.99008178710938,150.5752911055876,145.31118887652266,145.31118887652266,1540800
2025-01-13,152.18045043945312,152.8982839727451,147.55442056537692,148.35201507046244,1437000
2025-01-14,152.30007934570312,152.80855362277111,150.2163753686208,151.63209834307693,769300
2025-01-15,154.7825927734375,154.9421147165907,152.2901194598556,153.48650360780493,990400
2025-01-16,154.62306213378906,155.61008698708,153.1674663197205,154.46354019960788,649700
2025-01-17,154.71279907226562,155.90919845513315,153.8853113042007,155.41070378322172,1318000
2025-01-21,160.09654235839844,160.8043962366267,155.26113820634905,156.337888467409,1414000
2025-01-22,160.6249542236328,161.81137398002755,159.58809199692362,160.68477115036697,1436700
2025-01-23,148.46168518066406,161.61197691278707,146.84655211698234,160.62495199680657,2386500
2025-01-24,145.15167236328125,150.9142694522017,144.36405748916715,149.4187854627687,1661400
2025-01-27,148.01304626464844,148.8206052077479,144.56345640437948,145.5504813419734,1089000
2025-01-28,141.06402587890625,148.0628800272446,137.13588548184947,148.0628800272446,1678900
