975,LBTYK,-2.61%,0.08%,-9.06%,7.96%,27.94%,-9.13%,2.19%,2.47%,2.42,1.56M,0.76,11.94,-0.67%,"1,181,218"
976,LC,6.42%,-8.26%,-29.82%,2.33%,33.80%,-29.34%,3.70%,4.86%,1.44,1.90M,0.36,11.44,-1.80%,"689,630"
977,LDOS,-1.74%,6.20%,-4.85%,-13.25%,5.50%,-5.42%,2.33%,3.22%,2.00,1.56M,0.86,136.25,0.34%,"1,340,902"
978,LEA,-0.41%,-1.15%,2.91%,-11.22%,-34.35%,1.27%,2.65%,3.14%,2.00,728.83K,0.85,95.90,-0.72%,"621,242"
979,LEG,-1.11%,-16.28%,-18.33%,-39.15%,-57.63%,-16.46%,4.30%,3.86%,3.00,2.36M,1.17,8.02,-6.42%,"2,758,677"
980,LEGN,-7.47%,-5.22%,3.03%,-27.78%,-39.82%,7.71%,3.46%,4.76%,1.22,1.22M,1.11,35.05,-3.52%,"1,348,968"
981,LEN,-0.64%,-1.73%,-11.47%,-32.75%,-25.89%,-10.15%,3.21%,2.98%,2.55,3.39M,1.08,117.74,0.15%,"3,655,603"
982,LEVI,1.71%,-14.91%,-3.36%,-20.19%,-15.27%,-6.99%,3.08%,3.75%,2.21,1.95M,0.79,16.09,0.31%,"1,536,775"
983,LFMD,6.19%,4.90%,22.45%,22.20%,-46.62%,21.21%,6.39%,9.54%,1.22,1.18M,0.67,6.00,-1.64%,"797,438"
984,LFST,0.45%,-10.80%,-3.97%,-0.59%,11.35%,-8.14%,3.39%,4.16%,1.67,1.52M,2.01,6.77,0.15%,"3,054,967"
985,LGF-A,-6.58%,-11.91%,13.26%,9.73%,-9.37%,3.04%,4.23%,3.96%,1.40,737.58K,1.19,8.80,0.11%,"875,243"
986,LGF-B,-6.76%,-10.68%,14.24%,10.86%,-14.29%,4.11%,4.16%,3.86%,1.40,890.69K,1.11,7.86,0.26%,"992,950"
987,LH,-2.18%,-6.75%,3.30%,5.50%,10.96%,2.24%,2.35%,2.27%,1.64,606.53K,1.05,234.45,-0.84%,"637,701"
988,LHX,0.06%,6.36%,0.91%,-8.85%,-0.28%,1.08%,1.74%,2.35%,1.78,1.31M,0.84,212.56,0.88%,"1,102,635"
989,LI,-5.72%,-1.21%,11.52%,20.89%,-17.41%,8.55%,2.82%,4.13%,1.59,6.53M,0.71,26.04,-0.53%,"4,607,384"
990,LILAK,-3.29%,-6.37%,4.02%,-31.53%,-4.57%,2.05%,3.20%,3.34%,2.14,841.21K,1.08,6.47,-2.12%,"907,449"
991,LIN,-0.71%,-0.24%,9.02%,-3.06%,-1.90%,9.26%,1.39%,1.75%,1.91,2.35M,0.85,457.45,-0.36%,"2,002,522"
992,LINE,-2.77%,9.26%,3.73%,-27.09%,-,0.77%,3.00%,3.48%,2.00,982.07K,0.71,59.02,-1.88%,"694,626"
993,LITE,7.88%,-1.93%,-14.95%,15.84%,40.57%,-15.34%,5.12%,7.08%,1.78,2.48M,0.62,71.07,-3.48%,"1,539,266"
994,LKQ,-3.47%,-1.14%,13.28%,1.92%,-22.97%,10.97%,2.23%,2.40%,1.80,2.45M,1.60,40.78,-0.32%,"3,927,546"
995,LLY,3.63%,-3.30%,12.52%,-7.50%,10.66%,10.41%,3.02%,3.02%,1.55,3.63M,0.72,852.35,-1.45%,"2,594,215"
996,LMND,7.86%,5.53%,-3.88%,99.67%,123.84%,-0.16%,6.20%,10.26%,3.55,2.27M,0.69,36.62,-0.79%,"1,567,568"
997,LMT,-5.80%,0.41%,-7.84%,-22.70%,-0.25%,-9.03%,3.94%,2.72%,2.26,1.61M,0.99,442.07,1.63%,"1,599,065"
998,LNC,3.09%,0.80%,22.77%,18.04%,25.59%,18.86%,2.60%,3.26%,3.06,1.79M,0.95,37.69,0.91%,"1,687,516"
999,LNG,3.56%,5.56%,12.65%,28.42%,45.29%,7.97%,2.32%,3.10%,1.29,2.22M,0.80,232.00,-0.68%,"1,769,890"
1000,LNT,-1.97%,-2.74%,6.59%,3.99%,26.99%,5.01%,1.42%,1.77%,2.47,1.83M,1.03,62.10,-1.40%,"1,881,587"
1001,LNTH,-2.40%,26.37%,8.52%,-9.34%,69.91%,11.52%,3.87%,5.56%,1.15,877.49K,0.57,99.77,0.33%,"503,215"
1002,LNW,3.89%,6.82%,24.21%,-4.51%,0.27%,24.44%,2.95%,2.99%,1.68,711.00K,0.80,107.49,0.33%,"567,926"
1003,LOW,3.47%,-2.70%,-5.66%,-11.32%,-11.61%,-6.53%,2.23%,2.49%,2.10,2.47M,0.95,230.69,-0.94%,"2,342,305"
1004,LPG,2.75%,2.53%,2.75%,-28.70%,-32.14%,-2.31%,3.16%,4.15%,1.00,797.39K,0.93,23.14,-1.53%,"744,547"
1005,LPRO,-6.17%,-36.01%,-44.48%,-45.95%,-55.81%,-45.23%,8.40%,7.32%,2.17,547.81K,2.31,3.27,-0.91%,"1,267,270"
1006,LPX,2.75%,-2.60%,-7.74%,-9.84%,15.65%,-8.10%,2.21%,2.96%,2.83,660.21K,0.82,95.16,0.02%,"544,321"
1007,LQDA,5.83%,-1.83%,47.31%,56.78%,-3.94%,32.65%,4.95%,4.79%,1.20,877.71K,0.77,15.60,-0.38%,"676,229"
1008,LRCX,0.40%,-6.80%,9.07%,0.45%,-20.95%,7.53%,2.00%,3.91%,1.70,12.46M,0.52,77.67,-0.41%,"6,436,517"
1009,LRN,5.77%,-5.18%,19.84%,49.51%,100.71%,22.32%,2.86%,3.78%,1.40,828.46K,0.83,127.13,1.40%,"691,261"
1010,LSCC,0.72%,-5.25%,7.72%,18.82%,-20.62%,10.79%,3.24%,4.90%,1.73,2.28M,0.49,62.76,-1.01%,"1,107,819"
1011,LSPD,-3.43%,-22.54%,-34.24%,-26.57%,-25.66%,-33.42%,4.25%,3.94%,2.05,878.54K,2.82,10.14,1.60%,"2,475,329"
1012,LTBR,-8.41%,-13.04%,86.20%,225.68%,184.97%,78.33%,9.34%,13.05%,-,2.70M,0.53,8.44,-10.74%,"1,420,597"
1013,LTH,7.95%,5.06%,46.38%,30.44%,123.24%,47.24%,3.17%,4.07%,1.71,2.29M,0.79,32.57,0.31%,"1,818,015"
1014,LU,-4.36%,2.33%,27.39%,35.24%,39.73%,28.45%,4.47%,4.55%,2.00,3.54M,0.71,3.07,3.02%,"2,495,813"
1015,LULU,4.42%,-8.38%,-9.69%,28.46%,-29.55%,-11.78%,3.66%,3.84%,2.22,1.58M,1.29,337.35,0.71%,"2,038,313"
1016,LUMN,-9.84%,1.62%,-27.39%,-33.93%,157.31%,-17.14%,8.79%,8.00%,2.86,11.89M,3.75,4.40,-9.47%,"44,570,832"
1017,LUNR,31.24%,-45.79%,-28.01%,0.55%,47.67%,-49.34%,10.18%,14.47%,1.67,15.62M,1.08,9.20,-0.22%,"16,796,217"
1018,LUV,7.04%,14.54%,5.77%,19.39%,20.89%,3.12%,3.09%,3.50%,3.08,10.45M,0.92,34.67,-0.49%,"9,623,393"
1019,LVS,-6.93%,-10.73%,-21.47%,-4.07%,-20.02%,-21.59%,2.94%,3.19%,1.57,5.34M,1.44,40.27,-2.96%,"7,673,425"
1020,LW,0.25%,1.38%,-15.18%,-18.99%,-48.40%,-20.68%,2.33%,3.57%,2.27,2.69M,0.58,53.01,-1.71%,"1,556,209"
1021,LX,-0.09%,33.75%,81.48%,518.71%,453.93%,82.41%,10.56%,7.94%,1.17,3.61M,1.20,10.58,-4.34%,"4,337,661"
1022,LXP,-3.52%,1.39%,6.57%,-13.35%,-4.16%,7.88%,2.35%,2.17%,2.00,2.19M,1.19,8.76,-1.35%,"2,607,770"
1023,LYB,-6.98%,-9.65%,-4.28%,-25.72%,-31.01%,-5.95%,2.19%,2.63%,2.52,2.81M,1.08,69.85,-2.93%,"3,029,941"
1024,LYFT,8.33%,-1.81%,-8.03%,0.16%,-38.41%,-3.18%,5.00%,5.68%,2.33,18.95M,2.06,12.49,2.21%,"38,971,216"
1025,LYG,4.34%,13.24%,43.66%,23.79%,48.08%,41.54%,1.72%,2.55%,2.37,26.92M,0.72,3.85,1.05%,"19,371,465"
1026,LYV,6.55%,-17.85%,-3.91%,22.56%,19.09%,-1.92%,2.87%,3.92%,1.58,2.29M,0.95,127.02,0.00%,"2,177,455"
1027,LZ,-0.32%,5.05%,20.77%,41.39%,-29.14%,24.63%,2.69%,4.05%,2.90,2.07M,0.71,9.36,0.97%,"1,466,728"
1028,LZMH,-19.87%,-,-,-,-,53.20%,26.60%,-,-,724.24K,0.70,7.66,-13.54%,"507,247"
1029,M,0.15%,-9.22%,-14.32%,-11.24%,-34.68%,-19.79%,2.97%,4.20%,2.69,7.10M,0.72,13.58,-2.58%,"5,134,819"
1030,MA,2.82%,-2.48%,4.18%,10.64%,11.57%,3.53%,1.34%,2.04%,1.60,2.68M,0.80,545.16,0.27%,"2,138,040"
1031,MAA,0.44%,0.12%,9.11%,0.37%,22.70%,5.48%,1.81%,2.09%,2.19,771.61K,0.79,163.04,-0.41%,"605,867"
1032,MAC,1.51%,-12.01%,-12.50%,-0.40%,4.25%,-12.50%,3.18%,4.37%,3.13,2.08M,0.66,17.43,-2.08%,"1,378,990"
1033,MAG,-0.72%,5.10%,18.82%,14.60%,77.97%,21.18%,5.33%,5.35%,1.45,600.36K,1.15,16.48,-1.67%,"687,857"
1034,MAN,-4.76%,6.46%,1.62%,-21.56%,-23.04%,0.17%,2.50%,3.13%,2.93,803.64K,0.69,57.82,-1.18%,"554,725"
1035,MANH,3.92%,1.47%,-36.45%,-34.93%,-29.01%,-33.56%,2.43%,2.92%,1.55,857.54K,0.78,179.55,0.89%,"671,532"
1036,MAR,2.53%,-10.94%,-11.66%,0.86%,-3.44%,-11.64%,2.45%,2.71%,2.50,1.66M,0.84,246.48,1.47%,"1,401,104"
1037,MARA,18.06%,2.59%,-30.04%,-8.30%,-34.57%,-15.03%,7.07%,9.46%,2.12,38.58M,0.99,14.25,-2.46%,"38,079,040"
1038,MAS,-0.41%,-4.94%,-3.16%,-14.27%,-9.96%,-3.00%,1.88%,2.48%,2.42,1.65M,1.24,70.39,-0.55%,"2,049,146"
1039,MASS,-6.53%,57.25%,106.70%,8.97%,-41.72%,82.27%,11.16%,16.93%,1.50,3.23M,0.28,4.01,-5.42%,"909,987"
1040,MAT,-1.40%,-7.13%,10.50%,2.34%,-0.15%,11.00%,2.32%,2.62%,1.62,3.79M,0.58,19.68,-2.43%,"2,202,159"
1041,MATV,1.40%,-6.85%,-43.76%,-63.74%,-63.54%,-40.09%,5.86%,8.88%,1.00,1.03M,0.99,6.53,-1.66%,"1,016,240"
1042,MAX,5.90%,-11.92%,-10.35%,-42.83%,-50.52%,-10.98%,3.98%,5.87%,1.25,525.40K,1.39,10.05,1.41%,"729,430"
1043,MBC,-2.10%,-8.23%,-7.67%,-28.51%,-27.40%,-7.67%,3.19%,4.01%,1.00,1.09M,0.69,13.49,-1.68%,"754,991"
1044,MBLY,14.82%,0.24%,-6.43%,33.93%,-47.20%,-16.77%,5.77%,6.27%,2.29,5.57M,1.59,16.58,8.65%,"8,850,258"
1045,MC,5.91%,-10.64%,-12.27%,-10.33%,10.13%,-14.83%,2.68%,3.33%,3.44,918.34K,0.68,62.92,-0.11%,"626,265"
1046,MCD,1.09%,-0.21%,5.75%,3.40%,8.25%,5.87%,1.45%,2.19%,1.85,3.35M,0.79,306.92,0.41%,"2,656,980"
1047,MCHP,-3.39%,-13.92%,-6.48%,-32.01%,-41.08%,-8.70%,3.42%,4.43%,1.73,9.94M,0.87,52.36,-2.84%,"8,676,302"
1048,MCK,0.30%,9.55%,14.57%,30.63%,24.23%,16.44%,1.63%,2.38%,1.63,805.19K,0.88,663.60,0.41%,"710,697"
1049,MCO,6.03%,-4.73%,3.28%,-3.52%,20.63%,0.82%,1.93%,2.25%,2.23,802.27K,0.94,477.24,1.72%,"754,694"
1050,MCW,3.85%,12.20%,18.89%,27.98%,10.86%,14.81%,2.73%,3.68%,1.82,1.31M,1.42,8.37,0.12%,"1,858,540"
1051,MD,3.91%,-6.70%,2.67%,38.54%,56.47%,11.51%,3.02%,3.48%,2.25,623.49K,0.99,14.63,0.62%,"618,537"
1052,MDB,5.29%,-25.62%,-18.91%,-28.66%,-44.84%,-14.67%,3.75%,5.64%,1.71,2.14M,0.57,198.66,0.60%,"1,213,328"
1053,MDLZ,0.06%,-1.03%,9.14%,-12.91%,-10.41%,8.30%,1.34%,2.20%,1.77,10.60M,0.70,64.69,-0.40%,"7,459,041"
1054,MDT,-3.93%,-1.75%,10.75%,-0.84%,6.21%,10.90%,1.95%,1.98%,2.39,7.52M,1.17,88.59,-1.71%,"8,819,413"
1055,MDU,-0.24%,1.51%,-6.51%,11.28%,31.19%,-6.71%,1.78%,2.17%,2.00,1.87M,1.25,16.81,-1.47%,"2,346,257"
1056,MEG,-2.41%,-14.08%,-5.99%,-46.63%,-60.98%,-17.09%,5.75%,8.98%,1.83,530.94K,1.09,15.38,-0.06%,"580,416"
1057,MET,2.57%,3.12%,4.53%,3.57%,14.29%,2.27%,1.91%,2.40%,1.80,3.41M,0.94,83.74,-0.52%,"3,198,646"
1058,META,7.55%,-6.26%,5.16%,11.57%,23.35%,6.97%,2.99%,3.84%,1.43,15.76M,0.97,626.31,1.21%,"15,281,128"
1059,METC,-12.00%,-11.95%,-17.19%,-13.86%,-47.54%,-15.82%,5.33%,8.30%,1.00,640.03K,1.16,8.51,-5.13%,"742,753"
1060,MFA,-1.37%,4.84%,5.87%,-16.76%,-6.88%,6.28%,1.70%,2.16%,2.00,1.09M,0.96,10.83,-1.01%,"1,055,021"
1061,MFC,4.63%,4.25%,4.42%,9.18%,29.26%,2.28%,1.83%,2.49%,1.82,2.25M,0.66,31.41,0.16%,"1,473,736"
1062,MFG,0.34%,4.83%,20.33%,40.53%,45.41%,19.84%,1.39%,1.55%,1.75,1.41M,0.97,5.86,-0.85%,"1,364,944"
1063,MGA,1.20%,-2.95%,-9.86%,-11.40%,-33.39%,-10.96%,2.65%,3.28%,2.48,1.76M,0.41,37.21,-0.67%,"715,034"
1064,MGM,0.56%,-11.91%,-4.19%,-14.12%,-28.40%,-7.53%,2.80%,3.75%,1.42,5.19M,0.90,32.04,-1.17%,"4,664,360"
1065,MGNI,6.54%,-23.52%,-13.93%,4.40%,28.12%,-15.01%,4.47%,6.30%,1.17,2.50M,0.77,13.53,1.88%,"1,929,356"
1066,MGY,5.45%,5.58%,9.55%,-2.50%,1.68%,8.43%,3.21%,3.86%,2.47,2.68M,0.81,25.35,0.84%,"2,182,594"
1067,MHK,1.58%,0.57%,-0.64%,-26.35%,-8.01%,-2.57%,2.50%,2.78%,1.94,757.87K,0.96,116.07,-0.37%,"726,452"
1068,MIR,5.70%,1.96%,-11.38%,45.79%,38.28%,-10.77%,3.49%,4.24%,1.20,2.01M,0.99,15.57,0.71%,"1,993,166"
1069,MITK,-0.22%,-9.08%,-18.83%,2.97%,-27.69%,-19.05%,3.21%,3.28%,1.33,537.32K,1.09,9.01,0.11%,"588,075"
1070,MKC,-1.32%,-1.22%,2.54%,-3.33%,15.47%,5.23%,2.99%,2.70%,2.50,2.11M,2.97,80.23,-0.14%,"6,265,831"
1071,MKSI,2.79%,-9.70%,-12.01%,-17.90%,-29.25%,-13.58%,3.51%,4.79%,1.43,1.05M,0.50,90.21,-1.36%,"524,523"
1072,MLCO,-5.22%,-5.22%,-12.24%,-8.71%,-21.92%,-5.87%,3.29%,4.64%,1.64,3.94M,1.16,5.45,-2.15%,"4,571,058"
1073,MLGO,225.96%,161.62%,505.58%,195.59%,-85.96%,217.29%,99.10%,39.78%,-,21.11M,3.66,11.93,-14.72%,"77,297,308"
1074,MLI,-0.11%,-0.46%,-0.34%,9.18%,46.14%,-0.18%,2.43%,2.90%,1.00,844.77K,0.78,79.22,-0.31%,"659,698"
1075,MLKN,-2.31%,-15.18%,-19.09%,-20.79%,-37.72%,-17.62%,2.41%,2.80%,3.00,537.69K,1.16,18.61,-2.16%,"621,754"
1076,MLYS,8.75%,81.41%,41.84%,43.30%,28.19%,36.31%,8.64%,10.62%,1.00,818.00K,1.64,16.78,3.77%,"1,340,207"
1077,MMC,1.92%,1.62%,12.49%,5.85%,15.18%,11.40%,1.23%,1.48%,2.68,2.03M,0.71,236.62,0.85%,"1,444,376"
1078,MMM,1.71%,5.51%,20.74%,13.90%,70.20%,18.91%,1.85%,2.72%,2.25,4.07M,1.01,153.50,0.23%,"4,117,785"
1079,MMS,-3.02%,0.51%,-7.92%,-26.12%,-20.47%,-10.94%,2.57%,3.04%,2.00,718.19K,0.78,66.48,-0.02%,"560,939"
1080,MMSI,4.79%,1.19%,8.80%,5.20%,43.34%,8.29%,2.30%,2.99%,1.45,592.72K,0.93,104.74,0.06%,"548,986"
1081,MMYT,12.86%,7.95%,-4.36%,-0.37%,57.70%,-3.75%,3.59%,4.34%,1.22,812.64K,0.71,108.07,0.98%,"580,778"
1082,MNKD,0.19%,-8.42%,-17.14%,-20.91%,9.66%,-18.82%,2.37%,4.01%,1.00,2.11M,0.75,5.22,-0.19%,"1,582,425"
1083,MNMD,5.12%,-5.57%,-3.35%,13.57%,-30.53%,-2.59%,5.24%,6.93%,1.36,2.01M,0.52,6.78,-2.02%,"1,035,459"
1084,MNRO,-4.81%,-13.20%,-36.37%,-39.95%,-47.79%,-35.32%,3.41%,4.34%,2.67,822.49K,0.96,16.04,-3.89%,"790,672"
1085,MNSO,-13.18%,-6.65%,-21.85%,10.81%,-13.52%,-23.65%,5.25%,4.19%,1.36,1.17M,1.82,18.24,-0.60%,"2,119,040"
1086,MNST,1.83%,10.05%,13.63%,13.01%,-3.41%,10.05%,1.37%,2.06%,2.15,6.32M,0.74,57.84,0.02%,"4,687,379"
1087,MO,-2.79%,2.64%,7.02%,12.54%,26.16%,8.45%,1.18%,1.91%,2.64,8.60M,1.21,56.71,-1.63%,"10,376,750"
1088,MOD,12.27%,11.84%,-21.00%,-27.35%,-9.22%,-19.58%,4.54%,6.46%,1.14,1.34M,0.90,93.23,0.44%,"1,208,375"
1089,MODG,9.63%,1.94%,-6.31%,-36.17%,-56.16%,-13.10%,4.95%,6.06%,2.60,3.13M,0.70,6.83,-1.16%,"2,177,529"
1090,MOMO,-9.77%,-14.78%,-8.71%,4.29%,23.75%,-13.57%,2.66%,3.43%,1.89,1.24M,1.35,6.37,-3.04%,"1,671,089"
1091,MOS,-0.07%,7.26%,13.82%,6.34%,-15.17%,10.58%,3.10%,3.71%,2.32,5.67M,1.48,27.18,-1.63%,"8,391,661"
1092,MP,0.37%,10.96%,66.44%,93.88%,89.38%,72.63%,3.78%,5.91%,1.64,3.26M,0.86,26.93,1.78%,"2,818,952"
1093,MPC,2.12%,-2.36%,13.25%,-9.31%,-25.16%,6.87%,3.03%,3.53%,1.89,2.84M,1.17,149.09,0.28%,"3,322,057"
1094,MPLX,-2.00%,0.40%,15.65%,20.72%,31.20%,11.49%,1.20%,2.11%,1.94,1.84M,0.60,53.36,-0.98%,"1,109,862"
1095,MPW,2.15%,27.22%,64.10%,7.12%,44.84%,56.20%,3.07%,4.48%,3.22,12.84M,1.08,6.17,0.98%,"13,847,229"
1096,MPWR,1.72%,-3.03%,7.44%,-28.99%,-6.26%,6.97%,4.97%,5.38%,1.63,879.81K,0.80,632.97,0.80%,"702,427"
1097,MQ,-2.22%,18.87%,17.60%,-14.37%,-29.78%,16.36%,4.01%,5.06%,2.44,6.15M,1.07,4.41,-1.56%,"6,558,337"
1098,MRC,-0.08%,-0.25%,-3.97%,-2.73%,-4.42%,-5.24%,2.47%,4.28%,1.00,771.20K,0.76,12.11,0.33%,"584,469"
1099,MRCY,1.97%,9.81%,19.30%,29.67%,62.36%,10.83%,3.25%,3.73%,2.33,510.36K,1.04,46.55,-0.09%,"528,341"
1100,MRK,-7.23%,-3.73%,-11.71%,-25.01%,-28.92%,-11.67%,2.58%,2.45%,1.81,15.47M,1.33,87.87,-4.81%,"20,625,045"
1101,MRNA,0.12%,-0.15%,-14.43%,-48.47%,-67.48%,-18.59%,4.17%,6.38%,2.89,11.42M,0.61,33.85,-0.94%,"6,934,612"
1102,MRP,7.76%,12.63%,-,-,-,19.05%,4.95%,4.34%,-,4.89M,0.43,26.12,-0.27%,"2,122,496"
1103,MRVL,4.96%,-26.80%,-34.31%,-2.98%,7.63%,-35.11%,3.47%,5.63%,1.27,15.52M,0.61,71.67,-1.50%,"9,421,968"
1104,MS,6.00%,-3.67%,3.90%,22.18%,34.05%,-0.41%,2.57%,3.31%,2.54,7.00M,0.62,125.20,0.75%,"4,325,946"
1105,MSFT,3.04%,-2.19%,-9.58%,-9.21%,-7.97%,-6.25%,1.68%,2.27%,1.26,22.66M,0.64,395.16,0.53%,"14,474,234"
1106,MSI,1.73%,2.02%,-7.46%,-3.02%,22.92%,-7.15%,1.42%,1.89%,1.79,802.39K,0.76,429.19,-0.03%,"612,609"
1107,MSTR,20.70%,20.88%,4.70%,136.09%,113.73%,18.02%,6.02%,10.48%,1.36,18.64M,0.80,341.81,1.81%,"14,978,450"
1108,MT,-2.98%,13.41%,36.17%,31.62%,17.24%,36.40%,1.61%,2.94%,1.94,2.41M,0.62,31.55,-0.75%,"1,503,476"
1109,MTB,4.67%,-5.14%,-1.31%,1.91%,25.46%,-2.67%,2.03%,2.56%,2.19,1.38M,0.51,182.99,0.35%,"708,932"
1110,MTCH,0.90%,-4.81%,-1.17%,-13.86%,-12.38%,-4.40%,2.44%,3.44%,2.35,4.91M,0.51,31.27,-1.23%,"2,509,143"
1111,MTDR,3.48%,-2.02%,-0.51%,0.23%,-23.79%,-7.00%,2.99%,4.13%,1.23,1.34M,1.43,52.32,-1.23%,"1,917,183"
1112,MTG,4.70%,1.72%,4.16%,-4.29%,10.86%,2.45%,1.95%,2.25%,2.89,2.24M,0.78,24.29,0.96%,"1,755,854"
1113,MTH,4.37%,0.89%,-4.01%,-28.28%,-12.33%,-5.20%,2.90%,3.33%,2.25,973.13K,0.85,72.91,-0.50%,"824,475"
1114,MTSR,-3.86%,-2.18%,-,-,-,10.04%,8.46%,9.23%,1.00,790.80K,0.70,29.16,-3.03%,"555,288"
1115,MTZ,5.89%,2.54%,-2.56%,2.02%,41.79%,-5.47%,3.97%,5.55%,1.60,1.16M,0.82,128.69,-2.27%,"954,043"
1116,MU,-7.41%,-1.29%,8.14%,3.61%,-14.26%,11.91%,3.62%,4.87%,1.52,22.73M,0.95,94.18,-2.85%,"21,483,385"
1117,MUFG,2.59%,16.55%,27.39%,40.33%,39.52%,25.00%,1.74%,1.84%,1.88,5.88M,0.98,14.65,0.14%,"5,761,200"
1118,MUR,6.28%,0.11%,-1.42%,-22.12%,-38.00%,-8.33%,2.66%,4.01%,2.48,2.88M,0.72,27.74,1.76%,"2,088,508"
1119,MUX,0.89%,9.68%,1.02%,-15.28%,-9.68%,1.93%,5.95%,5.43%,1.00,928.73K,0.80,7.93,2.06%,"743,342"
1120,MWA,-4.14%,6.19%,16.31%,26.31%,65.84%,18.22%,3.79%,3.39%,2.33,2.20M,1.76,26.60,-4.25%,"3,870,981"
1121,MXL,2.88%,-16.19%,-31.21%,-5.24%,-28.34%,-33.27%,3.51%,6.21%,2.25,1.93M,0.38,13.20,-0.90%,"740,017"
1122,MYGN,-1.72%,-29.39%,-26.12%,-64.80%,-56.37%,-29.03%,4.14%,6.58%,2.53,1.10M,0.53,9.73,-2.51%,"583,015"
1123,NABL,-6.42%,-28.88%,-25.46%,-43.58%,-44.81%,-21.95%,2.88%,5.04%,1.86,973.39K,0.63,7.29,-3.19%,"612,741"
1124,NAMS,-1.10%,33.54%,-8.05%,47.05%,4.28%,-8.91%,4.16%,6.30%,1.00,855.12K,1.25,23.41,-2.46%,"1,070,865"
1125,NAVI,-0.68%,-6.22%,-7.67%,-17.33%,-22.73%,-1.28%,2.79%,2.94%,3.20,853.63K,0.81,13.12,-2.31%,"692,685"
1126,NBIS,5.84%,-24.99%,0.44%,-36.89%,-60.59%,-1.91%,7.91%,10.30%,1.67,12.63M,0.83,27.17,-6.92%,"10,424,805"
1127,NBIX,5.91%,-2.46%,-13.92%,-1.83%,-19.17%,-14.89%,1.94%,2.59%,1.54,1.29M,1.02,116.18,0.50%,"1,311,567"
1128,NCLH,7.34%,-17.63%,-19.44%,-2.01%,-0.34%,-20.44%,4.27%,5.27%,1.80,11.82M,0.92,20.47,-1.06%,"10,907,060"
1129,NCMI,2.61%,-13.62%,-12.46%,-13.87%,11.22%,-11.14%,3.70%,5.10%,1.00,599.98K,0.86,5.90,1.20%,"518,962"
1130,NCNO,3.05%,-6.49%,-14.94%,-3.48%,-3.32%,-12.51%,2.29%,3.22%,1.95,1.15M,0.88,29.38,1.38%,"1,013,805"
1131,NDAQ,3.15%,-2.84%,0.37%,4.55%,25.60%,0.47%,2.01%,2.38%,1.76,2.80M,0.60,77.67,0.34%,"1,677,176"
1132,NE,-1.55%,-11.07%,-16.19%,-32.53%,-50.02%,-22.99%,3.71%,4.78%,1.65,2.11M,0.87,24.18,-0.37%,"1,831,140"
1133,NEE,-2.98%,-3.12%,-1.69%,-17.12%,11.78%,-4.32%,2.41%,2.58%,1.74,11.47M,1.10,68.59,-2.11%,"12,615,634"
1134,NEM,-0.54%,7.97%,28.44%,-12.70%,37.71%,27.75%,2.05%,2.98%,1.88,10.10M,0.80,47.55,1.56%,"8,066,753"
1135,NEO,3.64%,-10.83%,-39.27%,-38.82%,-35.49%,-39.56%,5.12%,7.36%,1.67,1.23M,0.98,9.96,-1.97%,"1,206,676"
1136,NEOG,-9.14%,-18.91%,-29.70%,-51.60%,-45.31%,-30.40%,3.57%,4.55%,2.00,3.18M,1.08,8.45,-4.63%,"3,424,286"
1137,NET,10.75%,-13.85%,17.42%,54.64%,32.25%,18.41%,4.00%,5.43%,2.42,3.86M,1.57,127.50,2.88%,"6,066,851"
1138,NEXT,8.94%,19.18%,41.16%,96.19%,67.75%,20.10%,6.24%,7.71%,1.00,1.87M,1.20,9.26,-1.80%,"2,251,761"
1139,NFE,20.81%,9.17%,4.85%,25.40%,-60.20%,-21.30%,7.84%,9.25%,2.00,5.04M,0.92,11.90,-2.62%,"4,608,728"
1140,NFG,0.86%,6.83%,32.02%,29.90%,49.09%,29.09%,1.59%,1.82%,2.50,655.77K,0.85,78.33,0.06%,"556,522"
1141,NFLX,7.24%,0.89%,10.56%,42.26%,60.15%,11.89%,2.87%,3.58%,1.74,4.51M,0.84,997.28,2.60%,"3,774,593"
1142,NG,-5.18%,4.01%,-5.47%,-26.65%,15.19%,-6.61%,5.71%,5.26%,2.33,2.09M,1.38,3.11,-4.60%,"2,881,487"
1143,NGD,0.90%,18.66%,35.89%,8.36%,106.75%,35.89%,3.18%,4.80%,1.78,14.70M,1.33,3.37,4.33%,"19,518,477"
1144,NI,1.72%,-0.80%,10.43%,16.23%,46.16%,7.75%,1.66%,1.91%,1.67,4.38M,0.74,39.61,-0.58%,"3,254,786"
1145,NICE,5.28%,-1.24%,-9.43%,-3.57%,-37.99%,-6.38%,2.94%,3.63%,1.61,646.06K,1.01,159.00,1.81%,"651,168"
1146,NIO,-15.41%,0.69%,-0.23%,-16.86%,-12.20%,0.69%,4.45%,6.20%,2.41,54.47M,0.70,4.39,0.23%,"37,909,808"
1147,NIU,6.15%,78.45%,139.31%,120.21%,137.93%,131.28%,10.41%,10.18%,1.67,897.45K,1.34,4.14,-2.36%,"1,201,877"
1148,NJR,-2.44%,0.59%,4.04%,0.52%,14.62%,2.66%,1.51%,1.91%,2.25,590.06K,0.93,47.89,-1.26%,"551,577"
1149,NKE,-9.23%,-17.12%,-13.70%,-23.09%,-34.00%,-12.07%,3.21%,2.87%,2.12,14.21M,1.12,66.54,-1.26%,"15,967,002"
