441,CSCO,1.14%,-3.56%,5.83%,17.36%,22.27%,3.02%,1.24%,1.94%,2.08,20.23M,1.03,60.99,0.03%,"20,875,668"
442,CSGP,2.39%,3.54%,14.88%,3.70%,-17.91%,12.07%,1.96%,2.92%,1.69,3.22M,0.50,80.23,0.11%,"1,607,946"
443,CSIQ,-0.20%,-9.55%,-9.29%,-30.53%,-48.14%,-12.23%,7.32%,6.32%,2.78,1.64M,1.58,9.76,0.57%,"2,585,181"
444,CSTM,-5.13%,3.97%,11.47%,-30.52%,-46.28%,9.74%,3.52%,4.78%,1.00,1.45M,0.45,11.27,-0.97%,"654,825"
445,CSX,-2.41%,-7.17%,-6.49%,-15.46%,-22.02%,-8.49%,1.28%,1.99%,1.83,14.47M,0.75,29.53,-1.07%,"10,843,068"
446,CTAS,0.03%,-4.86%,5.84%,-5.24%,20.51%,5.89%,1.71%,2.15%,2.76,1.74M,1.20,193.46,-0.57%,"2,090,360"
447,CTKB,-3.30%,-21.46%,-33.76%,-19.45%,-37.97%,-36.83%,5.55%,5.11%,2.33,827.57K,1.23,4.10,-2.84%,"1,020,715"
448,CTOS,11.09%,16.29%,6.33%,40.43%,-5.79%,8.32%,4.03%,5.71%,1.83,740.18K,0.92,5.21,1.17%,"683,210"
449,CTRA,1.88%,4.75%,23.83%,23.88%,6.97%,14.76%,2.17%,3.08%,1.43,6.63M,1.09,29.31,-0.17%,"7,221,210"
450,CTRE,-0.21%,15.14%,5.95%,-4.68%,20.10%,6.58%,1.68%,2.55%,1.86,1.87M,0.53,28.83,-0.59%,"998,191"
451,CTSH,-0.96%,-6.78%,-0.84%,4.20%,8.60%,2.50%,2.01%,2.15%,2.83,3.78M,1.38,78.82,1.13%,"5,214,655"
452,CTVA,0.44%,-1.21%,10.13%,7.42%,10.88%,8.58%,1.53%,2.15%,1.78,3.44M,0.75,61.85,-0.35%,"2,565,178"
453,CUBE,-2.91%,-2.52%,-1.61%,-23.86%,-6.49%,-4.15%,2.01%,2.49%,2.59,1.66M,0.91,41.07,-1.58%,"1,505,342"
454,CUK,5.64%,-10.87%,-16.34%,10.72%,23.78%,-15.15%,4.65%,4.51%,1.65,1.84M,0.57,19.10,-0.68%,"1,053,682"
455,CURB,-1.47%,-3.13%,9.96%,-,-,1.38%,2.12%,2.38%,2.33,576.73K,1.67,23.54,-0.68%,"965,878"
456,CUZ,1.66%,-0.40%,0.60%,2.25%,25.88%,-2.06%,2.23%,2.62%,2.00,1.39M,1.06,30.01,-1.09%,"1,477,202"
457,CVBF,1.23%,-3.56%,-11.04%,3.78%,9.35%,-11.54%,2.03%,2.54%,2.33,777.39K,0.89,18.94,-0.94%,"694,261"
458,CVE,5.51%,-0.28%,0.07%,-16.07%,-25.31%,-5.21%,2.51%,3.48%,1.25,11.06M,0.65,14.36,0.42%,"7,186,365"
459,CVI,-5.83%,-4.94%,11.59%,-14.66%,-45.41%,6.88%,4.26%,5.14%,3.86,1.05M,0.88,20.03,-1.28%,"927,851"
460,CVNA,33.11%,2.79%,-0.59%,27.50%,152.72%,9.00%,9.06%,8.60%,2.04,4.40M,1.58,221.66,3.76%,"6,971,995"
461,CVS,-1.61%,5.49%,51.85%,15.60%,-15.06%,48.10%,2.25%,2.72%,1.83,11.46M,0.66,66.48,-1.61%,"7,536,332"
462,CVX,3.19%,5.10%,17.56%,13.91%,7.15%,14.57%,1.61%,2.26%,1.73,7.90M,1.00,165.94,0.56%,"7,866,875"
463,CWAN,3.68%,-9.72%,-1.15%,9.13%,59.91%,0.29%,2.34%,3.52%,1.00,2.57M,0.93,27.60,1.96%,"2,389,188"
464,CWEN,2.08%,13.93%,17.36%,2.77%,43.15%,17.00%,1.68%,2.66%,1.00,905.75K,0.98,30.42,1.91%,"890,083"
465,CWH,2.75%,-15.82%,-13.45%,-27.89%,-31.46%,-16.70%,3.98%,5.31%,1.46,1.43M,0.81,17.56,-0.96%,"1,159,031"
466,CWK,1.91%,-9.20%,-17.68%,-20.63%,4.31%,-18.50%,3.49%,3.66%,2.60,1.74M,0.87,10.66,-1.20%,"1,512,622"
467,CX,3.46%,-1.72%,11.74%,-2.48%,-25.77%,11.35%,2.56%,3.68%,1.53,9.84M,1.80,6.28,3.63%,"17,722,453"
468,CXM,2.95%,3.90%,-0.98%,17.05%,-33.19%,7.22%,2.88%,3.96%,2.85,1.69M,1.31,9.06,0.89%,"2,207,884"
469,CXW,2.12%,11.08%,-3.57%,63.70%,25.70%,-6.85%,2.80%,4.13%,1.00,1.28M,0.53,20.25,-0.59%,"676,867"
470,CYTK,2.93%,-7.46%,-4.69%,-17.15%,-32.53%,-5.29%,5.55%,5.26%,1.32,1.57M,0.83,44.55,-4.34%,"1,310,787"
471,CZR,-0.07%,-21.40%,-16.72%,-33.56%,-33.85%,-17.59%,4.20%,5.08%,1.65,5.10M,0.66,27.54,-2.10%,"3,343,288"
472,D,-3.51%,-7.07%,-0.26%,-8.77%,8.97%,-1.88%,1.88%,2.30%,2.80,4.70M,1.08,52.85,-2.72%,"5,100,997"
473,DAL,5.99%,-20.85%,-19.39%,3.69%,5.80%,-19.55%,3.28%,4.67%,1.36,9.83M,0.84,48.67,-0.43%,"8,219,001"
474,DAN,3.61%,-4.68%,27.28%,48.43%,17.48%,26.73%,3.12%,4.14%,2.11,1.58M,0.56,14.65,-0.54%,"885,624"
475,DAR,0.51%,-24.64%,-11.78%,-19.27%,-35.47%,-11.93%,3.43%,4.29%,1.27,2.15M,0.60,29.67,-0.67%,"1,281,693"
476,DASH,7.83%,1.97%,19.13%,42.94%,46.04%,19.06%,3.95%,4.92%,1.76,5.50M,0.82,199.72,0.37%,"4,521,472"
477,DATS,58.16%,47.08%,129.09%,225.86%,168.09%,112.36%,26.55%,13.90%,-,9.00M,15.90,3.78,75.00%,"143,160,299"
478,DAWN,1.47%,-32.02%,-33.55%,-43.98%,-45.02%,-34.65%,3.88%,6.79%,1.20,1.18M,0.70,8.28,-0.36%,"834,156"
479,DAY,5.37%,-6.57%,-18.65%,2.19%,-15.08%,-17.13%,2.25%,3.13%,2.00,1.90M,0.89,60.20,0.07%,"1,678,925"
480,DB,1.28%,22.57%,47.49%,49.23%,65.90%,48.09%,1.52%,2.30%,2.28,3.18M,0.84,25.25,1.98%,"2,675,085"
481,DBI,4.84%,-15.95%,-30.85%,-40.46%,-64.19%,-26.97%,10.42%,8.93%,3.00,1.72M,0.71,3.90,-8.02%,"1,223,099"
482,DBRG,-5.03%,-22.18%,-17.03%,-36.18%,-52.22%,-17.91%,3.23%,4.54%,1.20,2.55M,0.52,9.26,-2.01%,"1,324,789"
483,DBX,3.22%,3.73%,-8.56%,10.28%,11.64%,-9.32%,2.15%,2.87%,3.21,3.89M,1.58,27.24,0.41%,"6,164,340"
484,DCI,0.10%,-0.34%,0.01%,-5.55%,-8.65%,1.40%,1.65%,2.14%,3.00,613.31K,0.92,68.29,0.23%,"566,544"
485,DD,-0.87%,-6.56%,-0.52%,-8.27%,1.85%,0.26%,1.70%,2.09%,1.59,2.47M,0.77,76.45,-0.80%,"1,895,443"
486,DDOG,7.43%,-5.90%,-24.74%,-3.64%,-10.00%,-22.61%,3.03%,3.81%,1.57,5.03M,0.73,110.58,0.37%,"3,665,751"
487,DE,-0.47%,-1.16%,12.26%,18.00%,20.44%,13.04%,1.68%,2.70%,2.38,1.41M,0.57,478.93,-0.21%,"808,183"
488,DEA,-0.95%,-3.24%,-4.39%,-22.33%,-6.12%,-8.01%,2.03%,2.98%,3.00,1.46M,0.75,10.45,-1.32%,"1,088,816"
489,DECK,6.65%,-12.23%,-40.10%,-18.42%,-22.57%,-39.45%,3.87%,4.07%,1.92,3.06M,0.80,122.97,-1.37%,"2,459,454"
490,DEI,4.52%,4.06%,-6.67%,-2.36%,21.44%,-10.29%,3.01%,3.48%,2.62,1.99M,1.43,16.65,0.12%,"2,833,853"
491,DELL,2.51%,-13.39%,-11.70%,-15.86%,-13.31%,-14.21%,2.89%,4.12%,1.44,8.10M,0.55,98.86,-0.95%,"4,464,631"
492,DENN,0.25%,-27.12%,-32.13%,-39.69%,-55.87%,-34.71%,4.05%,5.38%,1.78,1.36M,1.32,3.95,-0.75%,"1,794,955"
493,DEO,-2.71%,-4.60%,-17.32%,-20.92%,-28.07%,-17.25%,1.66%,1.68%,2.43,1.09M,0.76,105.20,-0.93%,"822,034"
494,DESP,-0.47%,-0.57%,29.96%,53.29%,60.76%,-0.62%,0.36%,0.33%,3.00,2.15M,2.63,19.13,-0.36%,"5,660,254"
495,DFS,6.82%,-12.17%,0.23%,19.07%,33.40%,-2.06%,3.08%,4.22%,2.21,1.90M,0.81,169.66,-0.28%,"1,534,112"
496,DG,1.44%,4.49%,11.76%,-3.99%,-46.47%,8.92%,2.86%,4.31%,2.50,3.79M,0.93,82.58,-0.70%,"3,534,025"
497,DGX,-3.94%,-4.83%,9.33%,8.28%,28.59%,9.81%,2.01%,2.23%,2.14,1.08M,0.71,165.66,-1.00%,"769,212"
498,DHI,1.30%,2.44%,-5.63%,-32.51%,-19.76%,-7.37%,3.05%,2.78%,2.36,3.63M,1.01,129.51,-0.64%,"3,659,037"
499,DHR,-0.18%,0.60%,-6.08%,-22.09%,-16.41%,-7.47%,1.91%,2.25%,1.43,4.32M,0.71,212.40,-0.19%,"3,077,161"
500,DHT,2.26%,1.30%,22.27%,0.74%,-4.98%,17.01%,2.92%,3.09%,1.18,1.90M,0.88,10.87,-0.28%,"1,671,624"
501,DINO,-0.21%,-10.13%,-1.46%,-28.26%,-46.15%,-5.34%,2.67%,4.23%,2.18,3.29M,0.69,33.18,0.12%,"2,264,936"
502,DIS,2.27%,-8.62%,-8.76%,8.38%,-12.93%,-8.75%,1.61%,2.40%,1.82,8.74M,0.84,101.61,1.43%,"7,358,836"
503,DJT,13.84%,-11.12%,-35.41%,68.78%,-46.58%,-32.93%,5.57%,5.84%,-,7.47M,1.71,22.87,8.85%,"12,809,986"
504,DK,-2.03%,-2.75%,-1.18%,-19.09%,-48.04%,-13.84%,5.58%,6.46%,3.29,1.48M,0.83,15.94,-0.93%,"1,227,418"
505,DKNG,5.53%,-12.02%,-1.14%,-0.84%,-18.77%,4.70%,4.75%,5.68%,1.42,10.22M,1.31,38.95,-3.87%,"13,387,433"
506,DKS,7.60%,-5.64%,-4.43%,-2.16%,-7.45%,-9.13%,3.79%,4.04%,2.13,1.27M,1.00,207.94,1.16%,"1,267,611"
507,DLO,6.09%,-24.35%,-15.06%,18.57%,-37.98%,-14.08%,2.87%,5.18%,2.50,1.20M,0.79,9.68,-0.31%,"955,234"
508,DLR,1.86%,-5.18%,-14.36%,-4.59%,8.15%,-14.61%,2.57%,3.06%,1.83,2.40M,1.08,151.42,-2.62%,"2,582,165"
509,DLTR,3.32%,-10.85%,-2.78%,-6.40%,-47.22%,-10.41%,5.13%,4.66%,2.47,3.08M,1.70,67.14,-3.73%,"5,235,086"
510,DNA,-2.20%,-31.93%,-18.54%,-11.11%,-84.39%,-27.49%,6.76%,9.76%,3.83,1.66M,0.62,7.12,-7.53%,"1,024,550"
511,DNB,7.31%,-3.03%,-26.76%,-20.44%,-7.35%,-28.17%,3.41%,3.30%,3.00,5.11M,7.39,8.95,-0.44%,"37,768,310"
512,DNLI,-2.69%,-31.69%,-34.30%,-54.32%,-32.76%,-30.72%,3.84%,7.33%,1.16,1.06M,0.88,14.12,-4.34%,"936,005"
513,DNOW,11.73%,0.95%,28.00%,30.26%,12.99%,30.36%,3.90%,3.51%,2.00,1.11M,0.99,16.96,1.92%,"1,102,919"
514,DNUT,-5.24%,-40.64%,-44.35%,-54.91%,-55.93%,-45.42%,4.11%,6.73%,2.10,2.85M,0.66,5.42,-3.04%,"1,889,833"
515,DOC,-1.51%,1.66%,2.02%,-7.90%,15.11%,-0.54%,2.35%,2.22%,1.58,4.67M,0.94,20.16,-1.42%,"4,378,232"
516,DOCN,6.09%,2.18%,7.14%,-12.14%,-4.64%,11.48%,2.94%,5.46%,2.12,1.24M,0.58,37.98,0.26%,"724,872"
517,DOCS,7.76%,-8.88%,19.74%,61.62%,135.80%,23.75%,4.48%,4.68%,2.30,2.41M,0.89,66.07,-0.41%,"2,141,098"
518,DOCU,5.15%,6.81%,-5.06%,54.20%,52.28%,-0.61%,3.58%,4.63%,2.83,2.46M,0.78,89.39,0.44%,"1,917,336"
519,DOMH,22.90%,-28.50%,330.21%,203.23%,145.22%,472.95%,17.79%,17.53%,1.00,1.81M,0.38,5.42,-1.28%,"696,537"
520,DOV,2.74%,-6.88%,-1.69%,-1.79%,4.41%,-0.99%,1.84%,2.53%,1.95,919.92K,0.82,185.74,0.12%,"757,265"
521,DOW,-6.09%,-9.55%,-9.67%,-31.70%,-39.03%,-11.99%,2.06%,2.72%,2.46,7.30M,0.99,35.32,-2.67%,"7,212,695"
522,DOX,1.28%,2.39%,4.96%,4.88%,-2.53%,6.20%,1.57%,1.99%,1.33,704.18K,0.88,90.42,0.71%,"621,258"
523,DPZ,1.68%,1.02%,7.63%,11.06%,0.97%,9.65%,2.65%,3.51%,1.94,635.95K,1.05,460.27,-1.24%,"664,942"
524,DQ,-5.82%,-8.41%,7.01%,14.44%,-30.55%,-4.22%,5.86%,6.06%,1.67,845.57K,1.39,18.62,3.10%,"1,172,323"
525,DRH,-0.25%,-4.24%,-12.50%,-10.76%,-17.59%,-12.51%,2.35%,2.90%,2.64,1.98M,1.84,7.90,-0.38%,"3,639,404"
526,DRI,10.16%,6.27%,12.94%,21.74%,26.91%,10.97%,2.74%,2.75%,2.06,1.23M,1.00,207.17,-0.67%,"1,226,641"
527,DRS,3.62%,17.04%,7.51%,20.91%,54.04%,6.31%,3.25%,3.94%,1.78,754.08K,0.75,34.35,1.18%,"562,056"
528,DT,4.11%,-13.24%,-4.44%,-0.33%,10.21%,-5.83%,1.90%,3.22%,1.69,3.08M,0.51,51.18,1.01%,"1,558,733"
529,DTE,-0.64%,1.60%,13.88%,7.52%,23.22%,11.39%,1.70%,1.75%,1.95,1.26M,1.26,134.50,-1.21%,"1,585,908"
530,DTM,4.62%,3.64%,3.07%,29.17%,69.00%,1.10%,2.56%,3.43%,2.38,1.13M,0.88,100.52,-0.48%,"997,464"
531,DUK,-3.88%,0.14%,8.40%,-0.25%,22.24%,7.74%,1.87%,1.82%,2.24,3.69M,1.50,116.08,-1.75%,"5,551,585"
532,DUOL,17.90%,-12.67%,1.58%,26.89%,44.51%,5.02%,5.71%,6.75%,1.83,816.50K,0.78,340.50,3.18%,"639,620"
533,DV,-1.03%,-35.71%,-27.12%,-16.52%,-57.29%,-25.30%,2.52%,5.53%,2.23,2.20M,1.22,14.35,0.42%,"2,689,230"
534,DVA,0.94%,6.15%,2.20%,-8.06%,10.67%,0.82%,1.63%,3.08%,2.92,897.66K,0.74,150.78,0.25%,"662,200"
535,DVAX,0.58%,4.17%,9.56%,23.17%,14.97%,9.48%,2.17%,2.71%,1.80,2.18M,0.71,13.98,1.01%,"1,540,138"
536,DVN,4.52%,-0.91%,21.13%,-9.37%,-23.18%,12.95%,2.52%,3.47%,1.74,9.74M,0.61,36.97,0.03%,"5,932,687"
537,DX,-5.69%,-2.30%,9.41%,5.59%,10.84%,7.51%,1.95%,1.79%,1.57,2.88M,0.93,13.60,-1.81%,"2,670,631"
538,DXC,-1.50%,-11.50%,-20.47%,-19.92%,-18.70%,-14.46%,3.92%,3.57%,3.33,1.62M,1.75,17.09,0.65%,"2,828,635"
539,DXCM,4.03%,-18.95%,-2.99%,4.43%,-44.87%,-5.43%,3.85%,3.69%,1.54,3.76M,0.86,73.55,-2.35%,"3,240,369"
540,DYN,-9.38%,-16.11%,-53.09%,-68.84%,-60.93%,-51.61%,5.02%,6.37%,1.21,2.08M,0.98,11.40,-7.99%,"2,051,836"
541,EA,1.85%,7.80%,-2.29%,3.55%,9.07%,-1.23%,1.67%,2.20%,2.23,4.08M,0.58,144.50,-0.03%,"2,381,967"
542,EARN,1.38%,-9.54%,-8.98%,-16.12%,-13.02%,-11.18%,1.82%,1.94%,2.50,684.34K,0.93,5.88,1.55%,"639,804"
543,EAT,18.35%,3.19%,20.27%,106.07%,246.38%,19.40%,5.19%,5.99%,2.50,1.40M,0.96,157.95,2.47%,"1,339,692"
544,EBAY,1.62%,-5.27%,3.67%,5.71%,27.50%,7.02%,2.37%,3.47%,2.69,5.15M,0.79,66.30,-0.36%,"4,083,874"
545,EBC,2.32%,-4.28%,-0.18%,-0.83%,23.14%,-2.84%,2.32%,2.60%,1.50,1.13M,0.73,16.76,-1.06%,"827,306"
546,EBR,2.37%,13.12%,29.05%,0.96%,-14.07%,28.15%,2.08%,2.36%,1.00,1.40M,0.90,7.33,1.66%,"1,263,952"
547,EBS,-3.34%,-23.18%,-31.76%,-16.03%,122.67%,-42.47%,4.43%,8.45%,2.00,1.17M,0.72,5.50,-4.01%,"838,222"
548,EC,-0.10%,-0.77%,35.30%,12.92%,-4.13%,30.18%,2.02%,3.19%,3.58,2.62M,0.73,10.31,2.28%,"1,901,414"
549,ECL,-0.99%,-4.78%,6.65%,-0.10%,9.78%,7.20%,1.36%,1.77%,2.17,1.36M,0.82,251.20,-0.56%,"1,106,865"
550,ECVT,-4.78%,-21.26%,-12.74%,-2.00%,-37.30%,-16.62%,3.56%,4.48%,1.29,834.91K,1.67,6.37,-0.47%,"1,395,602"
551,ED,-2.10%,5.89%,18.50%,2.13%,19.06%,18.29%,1.58%,2.25%,3.44,2.72M,0.93,105.55,-1.20%,"2,543,719"
552,EDU,-11.59%,-4.38%,-22.60%,-25.94%,-50.29%,-27.59%,2.69%,3.25%,1.56,1.92M,0.86,46.47,-2.29%,"1,659,675"
553,EFC,-0.37%,2.06%,11.12%,2.14%,13.28%,10.48%,1.39%,2.01%,1.50,1.09M,0.81,13.39,-0.15%,"882,239"
554,EFX,3.26%,1.44%,-4.08%,-18.65%,-8.52%,-4.52%,2.08%,2.49%,1.70,1.05M,1.35,243.32,-0.83%,"1,410,875"
555,EGO,6.14%,17.58%,10.82%,-5.42%,24.55%,11.57%,3.37%,3.70%,2.10,1.71M,1.46,16.59,5.60%,"2,503,273"
556,EGY,-6.13%,-12.16%,-10.72%,-34.75%,-37.62%,-12.36%,2.90%,4.82%,1.00,910.51K,1.30,3.83,-1.29%,"1,186,812"
557,EH,-9.72%,-5.31%,58.92%,87.07%,25.17%,41.51%,5.46%,7.94%,1.15,2.26M,0.50,22.28,-3.17%,"1,142,052"
558,EHC,3.31%,2.01%,7.50%,8.87%,30.49%,9.23%,2.01%,2.41%,1.21,675.55K,0.95,100.87,0.91%,"640,230"
559,EIX,-2.47%,9.61%,-26.54%,-32.99%,-18.41%,-28.29%,2.12%,3.09%,1.79,5.60M,0.57,57.25,-2.29%,"3,199,924"
560,EL,-2.88%,-12.01%,-11.54%,-22.27%,-54.82%,-11.87%,2.64%,3.59%,2.78,3.87M,0.61,66.08,-2.03%,"2,361,247"
561,ELAN,-2.78%,-5.40%,-11.08%,-25.30%,-35.52%,-13.21%,3.14%,3.83%,1.88,4.52M,0.93,10.51,-1.68%,"4,215,315"
562,ELF,2.33%,-13.60%,-49.57%,-42.34%,-68.60%,-48.15%,4.06%,6.20%,1.79,2.83M,0.70,65.10,0.35%,"1,994,596"
563,ELME,0.00%,1.54%,15.53%,-3.43%,27.22%,12.51%,1.90%,2.06%,2.60,653.17K,0.99,17.18,-0.06%,"644,010"
564,ELS,-2.25%,-0.25%,1.05%,-6.83%,1.96%,0.38%,1.61%,2.15%,2.00,1.41M,1.07,66.85,-1.55%,"1,498,325"
565,ELV,-2.93%,9.92%,15.55%,-21.56%,-17.72%,14.79%,2.21%,2.59%,1.75,1.63M,0.76,423.47,-0.88%,"1,239,020"
566,EMBC,-6.16%,-7.87%,-36.65%,-18.96%,-2.62%,-38.74%,3.17%,5.27%,2.75,527.03K,1.30,12.65,-1.63%,"683,966"
567,EMN,-2.11%,-9.05%,-0.77%,-16.21%,-6.42%,-2.17%,2.05%,2.79%,2.05,1.08M,1.33,89.34,-0.83%,"1,437,886"
568,EMR,3.08%,-4.46%,-5.76%,9.64%,2.40%,-6.96%,1.94%,2.59%,1.81,2.99M,0.55,115.30,-0.06%,"1,656,148"
569,ENB,2.33%,6.93%,9.11%,9.62%,24.11%,4.69%,1.50%,1.86%,2.22,3.95M,0.71,44.42,0.36%,"2,792,586"
570,ENFN,0.36%,-2.71%,6.30%,23.94%,19.94%,8.06%,0.70%,1.17%,3.17,1.08M,0.80,11.13,-0.09%,"869,226"
571,ENOV,1.00%,-9.49%,-7.27%,-9.78%,-34.61%,-10.21%,3.11%,4.50%,1.27,979.90K,0.60,39.40,-1.50%,"590,102"
572,ENPH,2.27%,-5.01%,-4.60%,-45.37%,-45.60%,-8.61%,4.22%,6.02%,2.44,4.09M,0.57,62.77,0.98%,"2,318,473"
573,ENR,-2.69%,-4.41%,-17.75%,0.72%,4.35%,-16.08%,1.75%,2.25%,2.50,588.98K,0.90,29.28,-1.81%,"532,985"
574,ENTG,-5.92%,-7.90%,-3.77%,-14.84%,-32.99%,-4.89%,2.79%,4.11%,1.58,2.89M,0.85,94.22,-4.17%,"2,465,999"
575,ENVX,10.91%,-11.00%,8.84%,3.43%,0.69%,-19.60%,5.99%,7.29%,1.33,6.42M,0.50,8.74,-1.13%,"3,228,778"
576,EOG,3.92%,-4.68%,7.75%,1.07%,1.03%,3.92%,2.28%,2.83%,2.03,3.36M,0.99,127.38,-0.69%,"3,337,163"
577,EOSE,2.20%,-1.64%,-3.01%,75.31%,302.88%,-13.79%,7.28%,9.24%,2.25,7.30M,0.35,4.19,-3.68%,"2,532,680"
578,EPD,-0.89%,-0.42%,9.73%,14.26%,16.36%,6.82%,1.35%,1.77%,1.82,4.61M,0.68,33.50,-0.53%,"3,135,967"
579,EPR,-1.43%,1.79%,18.39%,5.42%,24.04%,15.42%,2.10%,2.27%,2.45,709.55K,1.33,51.11,-1.65%,"945,983"
580,EPRT,2.05%,1.06%,5.13%,-4.99%,25.00%,3.58%,1.80%,2.39%,1.47,1.51M,1.47,32.40,0.28%,"2,223,644"
581,EQH,5.19%,1.88%,20.72%,28.95%,47.47%,15.12%,2.68%,3.43%,1.71,2.93M,0.58,54.30,1.32%,"1,697,259"
582,EQNR,3.68%,9.72%,16.89%,6.16%,1.26%,9.79%,1.64%,2.42%,1.78,4.26M,1.03,25.62,0.31%,"4,388,622"
583,EQR,2.19%,-1.63%,2.22%,-6.90%,13.36%,-1.02%,2.06%,2.27%,2.22,1.64M,1.00,71.03,-0.46%,"1,646,601"
584,EQT,3.22%,8.33%,27.20%,55.76%,57.89%,17.65%,2.22%,3.73%,1.97,8.28M,0.53,54.25,0.46%,"4,416,479"
585,EQX,0.86%,2.94%,38.34%,14.75%,30.11%,39.44%,2.97%,4.01%,2.33,8.07M,1.45,7.00,3.40%,"11,742,183"
586,ERIC,0.61%,3.78%,2.36%,8.85%,50.09%,2.23%,1.62%,2.16%,2.92,18.76M,1.00,8.24,0.24%,"18,807,801"
587,ERJ,-11.43%,17.72%,33.65%,39.29%,97.70%,33.29%,4.38%,4.07%,1.55,1.69M,1.20,48.89,-1.21%,"2,021,529"
588,ES,-4.65%,-6.36%,5.58%,-12.09%,1.95%,2.77%,2.08%,2.28%,2.24,2.85M,0.66,59.02,-3.02%,"1,891,839"
589,ESI,-5.36%,-5.18%,-1.62%,-2.73%,1.18%,-2.04%,2.92%,3.04%,1.67,2.61M,0.82,24.91,-2.73%,"2,132,353"
590,ESNT,3.84%,1.51%,8.24%,-9.84%,-2.05%,5.20%,2.00%,2.08%,1.80,822.80K,0.83,57.27,0.93%,"680,124"
591,ESRT,-2.69%,-7.56%,-20.97%,-27.79%,-21.60%,-22.97%,2.64%,3.09%,3.00,1.31M,1.05,7.95,-0.50%,"1,367,254"
592,ESTC,9.20%,-2.37%,-1.24%,34.08%,1.48%,3.37%,3.58%,5.21%,1.62,1.41M,0.58,102.42,0.80%,"812,351"
593,ET,1.07%,-0.47%,3.34%,16.54%,21.10%,-3.62%,1.76%,2.85%,1.42,16.49M,0.53,18.88,0.00%,"8,722,810"
594,ETN,3.22%,3.50%,-10.62%,-9.26%,-4.92%,-9.60%,2.78%,3.74%,1.97,3.56M,0.95,300.00,-0.94%,"3,393,830"
595,ETNB,-6.32%,-20.93%,13.94%,-2.20%,-30.04%,2.43%,9.04%,7.79%,1.36,2.35M,0.98,8.01,-12.46%,"2,294,424"
596,ETR,-0.67%,-2.78%,11.32%,28.31%,60.43%,9.36%,1.79%,2.33%,2.05,4.04M,1.15,82.92,-1.30%,"4,658,301"
597,ETSY,7.08%,-10.18%,-16.31%,-11.30%,-29.79%,-9.59%,3.41%,4.41%,2.65,3.79M,1.18,47.82,4.27%,"4,479,069"
598,EVER,12.28%,47.44%,72.63%,33.17%,65.52%,48.62%,6.11%,6.81%,1.50,588.42K,0.98,29.71,2.17%,"578,758"
599,EVH,-7.99%,-8.35%,-16.55%,-69.94%,-71.38%,-17.07%,4.32%,6.25%,1.13,2.47M,0.73,9.33,-3.62%,"1,809,961"
600,EVLV,3.00%,-12.22%,-11.21%,-30.87%,-14.40%,-21.77%,4.48%,5.60%,2.33,1.33M,0.52,3.09,-1.90%,"692,836"
601,EVRG,-1.39%,-3.25%,9.32%,7.33%,27.77%,7.51%,1.64%,1.84%,2.07,2.18M,0.94,66.17,-1.98%,"2,039,309"
602,EVRI,0.37%,-1.09%,0.96%,3.73%,42.72%,0.89%,0.54%,0.43%,3.00,740.92K,0.79,13.63,-0.22%,"583,421"
603,EW,1.28%,-2.09%,-3.64%,6.60%,-24.76%,-3.77%,2.04%,2.46%,2.27,4.50M,1.36,71.24,-0.15%,"6,112,449"
604,EWBC,5.49%,-0.42%,-1.94%,12.67%,20.16%,-2.85%,2.59%,2.89%,1.58,1.06M,1.08,93.03,-0.25%,"1,139,325"
605,EWCZ,-2.14%,-36.62%,-21.37%,-41.48%,-68.84%,-38.23%,6.37%,8.82%,2.56,658.23K,1.16,4.12,-3.29%,"762,810"
606,EWTX,-14.06%,-8.84%,-25.97%,-19.38%,34.99%,-14.61%,8.63%,8.36%,1.22,1.14M,0.89,22.80,-2.44%,"1,011,824"
607,EXAS,1.67%,-10.94%,-18.61%,-34.84%,-26.34%,-18.72%,3.57%,4.52%,1.43,2.21M,0.69,45.67,-3.02%,"1,521,759"
608,EXC,-3.74%,-1.36%,14.98%,6.18%,15.47%,13.60%,1.76%,1.81%,2.45,7.30M,0.87,42.76,-1.88%,"6,353,307"
609,EXE,2.63%,5.69%,16.42%,39.96%,27.51%,10.31%,1.90%,2.88%,1.48,4.17M,1.08,109.81,0.65%,"4,518,379"
610,EXEL,3.71%,1.56%,11.97%,42.73%,57.65%,13.24%,2.64%,2.89%,2.04,2.63M,0.96,37.71,-0.03%,"2,520,047"
611,EXK,-7.11%,19.32%,25.21%,23.18%,115.57%,24.86%,5.49%,7.24%,1.38,9.30M,0.93,4.57,-1.72%,"8,625,243"
612,EXLS,1.20%,-2.09%,5.26%,29.24%,50.90%,6.35%,2.44%,2.83%,1.56,1.09M,0.95,47.20,1.55%,"1,040,041"
613,EXPD,0.96%,1.52%,4.95%,-3.95%,-2.65%,6.82%,1.56%,2.48%,3.72,1.35M,0.87,118.32,0.38%,"1,169,806"
614,EXPE,7.08%,-11.56%,-1.42%,22.79%,29.67%,-5.08%,3.39%,3.64%,2.31,2.12M,0.86,176.86,-0.80%,"1,818,749"
615,EXPI,5.70%,0.00%,-12.07%,-27.30%,5.05%,-11.38%,4.16%,4.24%,2.33,1.09M,0.99,10.20,-1.45%,"1,081,020"
616,EXR,-2.25%,-9.09%,1.57%,-19.84%,1.64%,-3.35%,1.94%,2.53%,2.65,1.31M,0.79,144.59,-0.96%,"1,034,925"
